filing_id,politician,member_status,state_district,source_pdf,source_year,transaction_number_in_filing,owner,asset_v8_2_cleaned,asset_v8_1,ticker_v8_2_cleaned,ticker_v8_1,asset_type,transaction_type,transaction_date,notification_date,amount_min,amount_max,amount_exact,amount_category,amount_status,filing_status,subholding,location,description,comments,page,last_page,page_parse_method,page_recovery_used,filing_page_completeness_issue,suspected_missed_pages,page_continuation_used,duplicate_geometry_rows_merged,possible_adjacent_same_signature,row_shaded,geometry_quality_score,unicode_repair_applied,unicode_repair_count,needs_review,original_pdf_url,review_level,review_reason,owner_raw,asset_raw,asset_lookup_context,transaction_type_raw,transaction_date_raw,notification_date_raw,amount_raw,continuation_raw,detail_raw,review_reason_v8_1,review_level_v8_1,needs_review_v8_1,geometry_quality_score_v8_1,ticker_candidate_raw,ticker_parse_status,ticker_validation_source,ticker_changed,asset_changed_by_ticker_resolver,raw_date_has_extra_text,raw_date_prefix,date_prefix_disagrees,amount_exact_before_p2,amount_status_before_p2
20030146,Hon. Bruce Westerman,Member,AR04,20030146.pdf,2025,1,,Abbott Laboratories Common Stock,Abbott Laboratories Common Stock,ABT,ABT,ST,P,2025-03-03,2025-03-17,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Fisher IRA,,,,1,1,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030146.pdf,,,,Abbott Laboratories Common Stock (ABT) [ST] Filing Status: New Subholding Of: Fisher IRA,Abbott Laboratories Common Stock (ABT) [ST],P,03/03/2025,03/17/2025,"$1,001 - $15,000",,"Abbott Laboratories Common Stock (ABT) [ST] P 03/03/2025 03/17/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Fisher IRA",,,False,100,ABT,accepted,house_ptr_structure+v8_1,False,False,False,03/03/2025,False,,valid_range
20030146,Hon. Bruce Westerman,Member,AR04,20030146.pdf,2025,2,,adidas AG Sponsored ADR,adidas AG Sponsored ADR,ADDYY,ADDYY,ST,P,2025-03-04,2025-03-17,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Fisher IRA,,,,1,1,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030146.pdf,,,,adidas AG Sponsored ADR (ADDYY) [ST],adidas AG Sponsored ADR (ADDYY) [ST],P,03/04/2025,03/17/2025,"$1,001 - $15,000",Filing Status: New Subholding Of: Fisher IRA,"adidas AG Sponsored ADR (ADDYY) [ST] P 03/04/2025 03/17/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Fisher IRA",,,False,100,ADDYY,accepted,house_ptr_structure+v8_1,False,False,False,03/04/2025,False,,valid_range
20030146,Hon. Bruce Westerman,Member,AR04,20030146.pdf,2025,3,,Adobe Inc. - Common Stock,Adobe Inc. - Common Stock,ADBE,ADBE,ST,P,2025-03-03,2025-03-17,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Fisher IRA,,,,1,1,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030146.pdf,,,,Adobe Inc. - Common Stock (ADBE) [ST] Filing Status: New Subholding Of: Fisher IRA,Adobe Inc. - Common Stock (ADBE) [ST],P,03/03/2025,03/17/2025,"$1,001 - $15,000",,"Adobe Inc. - Common Stock (ADBE) [ST] P 03/03/2025 03/17/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Fisher IRA",,,False,100,ADBE,accepted,house_ptr_structure+v8_1,False,False,False,03/03/2025,False,,valid_range
20030146,Hon. Bruce Westerman,Member,AR04,20030146.pdf,2025,4,,Alphabet Inc. - Class A Common Stock,Alphabet Inc. - Class A Common Stock,GOOGL,GOOGL,ST,S (partial),2025-03-20,2025-03-27,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Fisher IRA,,,,1,1,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030146.pdf,,,,Alphabet Inc. - Class A Common Stock (GOOGL) [ST],Alphabet Inc. - Class A Common Stock (GOOGL) [ST],S (partial),03/20/2025,03/27/2025,"$1,001 - $15,000",Filing Status: New Subholding Of: Fisher IRA,"Alphabet Inc. - Class A Common Stock (GOOGL) [ST] S (partial) 03/20/2025 03/27/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Fisher IRA",,,False,100,GOOGL,accepted,house_ptr_structure+v8_1,False,False,False,03/20/2025,False,,valid_range
20030146,Hon. Bruce Westerman,Member,AR04,20030146.pdf,2025,5,,Alphabet Inc. - Class A Common Stock,Alphabet Inc. - Class A Common Stock,GOOGL,GOOGL,ST,P,2025-03-03,2025-03-17,15001.0,50000.0,,"$15,001 - $50,000",valid_range,New,Fisher IRA,,,,1,1,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030146.pdf,,,,Alphabet Inc. - Class A Common Stock (GOOGL) [ST] Filing Status: New Subholding Of: Fisher IRA,Alphabet Inc. - Class A Common Stock (GOOGL) [ST],P,03/03/2025,03/17/2025,"$15,001 - $50,000",,"Alphabet Inc. - Class A Common Stock (GOOGL) [ST] P 03/03/2025 03/17/2025 $15,001 - $50,000 Filing Status: New Subholding Of: Fisher IRA",,,False,100,GOOGL,accepted,house_ptr_structure+v8_1,False,False,False,03/03/2025,False,,valid_range
20030146,Hon. Bruce Westerman,Member,AR04,20030146.pdf,2025,6,,"Amazon.com, Inc. - Common Stock","Amazon.com, Inc. - Common Stock",AMZN,AMZN,ST,P,2025-03-03,2025-03-17,15001.0,50000.0,,"$15,001 - $50,000",valid_range,New,Fisher IRA,,,,1,1,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030146.pdf,,,,"Amazon.com, Inc. - Common Stock (AMZN) [ST]","Amazon.com, Inc. - Common Stock (AMZN) [ST]",P,03/03/2025,03/17/2025,"$15,001 - $50,000",Filing Status: New Subholding Of: Fisher IRA,"Amazon.com, Inc. - Common Stock (AMZN) [ST] P 03/03/2025 03/17/2025 $15,001 - $50,000 Filing Status: New Subholding Of: Fisher IRA",,,False,100,AMZN,accepted,house_ptr_structure+v8_1,False,False,False,03/03/2025,False,,valid_range
20030146,Hon. Bruce Westerman,Member,AR04,20030146.pdf,2025,7,,"Amazon.com, Inc. - Common Stock","Amazon.com, Inc. - Common Stock",AMZN,AMZN,ST,S (partial),2025-03-20,2025-03-27,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Fisher IRA,,,,2,2,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030146.pdf,,,,"Amazon.com, Inc. - Common Stock (AMZN) [ST] Filing Status: New Subholding Of: Fisher IRA","Amazon.com, Inc. - Common Stock (AMZN) [ST]",S (partial),03/20/2025,03/27/2025,"$1,001 - $15,000",,"Amazon.com, Inc. - Common Stock (AMZN) [ST] S (partial) 03/20/2025 03/27/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Fisher IRA",,,False,100,AMZN,accepted,house_ptr_structure+v8_1,False,False,False,03/20/2025,False,,valid_range
20030146,Hon. Bruce Westerman,Member,AR04,20030146.pdf,2025,8,,American Express Company Common Stock,American Express Company Common Stock,AXP,AXP,ST,P,2025-03-03,2025-03-17,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Fisher IRA,,,,2,2,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030146.pdf,,,,American Express Company Common Stock (AXP) [ST],American Express Company Common Stock (AXP) [ST],P,03/03/2025,03/17/2025,"$1,001 - $15,000",Filing Status: New Subholding Of: Fisher IRA,"American Express Company Common Stock (AXP) [ST] P 03/03/2025 03/17/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Fisher IRA",,,False,100,AXP,accepted,house_ptr_structure+v8_1,False,False,False,03/03/2025,False,,valid_range
20030146,Hon. Bruce Westerman,Member,AR04,20030146.pdf,2025,9,,Anheuser-Busch Inbev SA Sponsored ADR,Anheuser-Busch Inbev SA Sponsored ADR,BUD,BUD,ST,P,2025-03-04,2025-03-17,1001.0,15000.0,,"$1,001 - $15,000",valid_range,New,Fisher IRA,,,,2,2,table,False,False,,False,0,False,False,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030146.pdf,,,,Anheuser-Busch Inbev SA Sponsored ADR (BUD) [ST] Filing Status: New Subholding Of: Fisher IRA,Anheuser-Busch Inbev SA Sponsored ADR (BUD) [ST],P,03/04/2025,03/17/2025,"$1,001 - $15,000",,"Anheuser-Busch Inbev SA Sponsored ADR (BUD) [ST] P 03/04/2025 03/17/2025 $1,001 - $15,000 Filing Status: New Subholding Of: Fisher IRA",,,False,100,BUD,accepted,house_ptr_structure+v8_1,False,False,False,03/04/2025,False,,valid_range
20030146,Hon. Bruce Westerman,Member,AR04,20030146.pdf,2025,10,,Apple Inc. - Common Stock,Apple Inc. - Common Stock,AAPL,AAPL,ST,P,2025-03-03,2025-03-17,15001.0,50000.0,,"$15,001 - $50,000",valid_range,New,Fisher IRA,,,,2,2,table,False,False,,False,0,False,True,100,True,20,False,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20030146.pdf,,,,Apple Inc. - Common Stock (AAPL) [ST],Apple Inc. - Common Stock (AAPL) [ST],P,03/03/2025,03/17/2025,"$15,001 - $50,000",Filing Status: New Subholding Of: Fisher IRA,"Apple Inc. - Common Stock (AAPL) [ST] P 03/03/2025 03/17/2025 $15,001 - $50,000 Filing Status: New Subholding Of: Fisher IRA",,,False,100,AAPL,accepted,house_ptr_structure+v8_1,False,False,False,03/03/2025,False,,valid_range
